NOMBRE,PRESENTACIÓN,MONODROGA,LABORATORIO,VADEMÉCUM,FCIAS. PROPIAS,FCIAS. CONVENIDAS,OBSERV
VEGESTABIL DIGEST,comp.x 50,domperidona+bromazepam+simetic.,Investi,AMBULATORIO COMPLEMENTARIO,45%,40%,
VELEXINA,250 mg susp.oral x 90 ml,cefalexina,Klonal,AMBULATORIO UNIFICADO,50%,40%,
VELEXINA,500 mg comp.x 16,cefalexina,Klonal,AMBULATORIO UNIFICADO,50%,40%,
VELEXINA,500 mg susp.oral x 90 ml,cefalexina,Klonal,AMBULATORIO UNIFICADO,50%,40%,
VELEXINA,250 mg susp.oral x 90 ml,cefalexina,Klonal,AMBULATORIO UNIFICADO,50%,40%,
VELEXINA,500 mg comp.x 16,cefalexina,Klonal,AMBULATORIO UNIFICADO,50%,40%,
VELEXINA,500 mg susp.oral x 90 ml,cefalexina,Klonal,AMBULATORIO UNIFICADO,50%,40%,
VENART,caps.x 30,ruscogenina+hesperidina+asoc.,Casasco,AMBULATORIO COMPLEMENTARIO,45%,40%,
VENART,caps.x 60,ruscogenina+hesperidina+asoc.,Casasco,AMBULATORIO COMPLEMENTARIO,45%,40%,
VENART,caps.x 30,ruscogenina+hesperidina+asoc.,Casasco,AMBULATORIO COMPLEMENTARIO,45%,40%,
VENART,caps.x 60,ruscogenina+hesperidina+asoc.,Casasco,AMBULATORIO COMPLEMENTARIO,45%,40%,
VENISSE,comp.rec.x 28,etinilestradiol+gestodeno,PharmaDorf,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
VENISSE,comp.rec.x 28,etinilestradiol+gestodeno,PharmaDorf,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
VENLIFAX XR 150,150 mg caps.lib.prol.x28,venlafaxina,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
VENLIFAX XR 150,150 mg caps.lib.prol.x28,venlafaxina,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
VENLIFAX XR 37.5,37.5mg caps.lib.prol.x14,venlafaxina,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
VENLIFAX XR 37.5,37.5mg caps.lib.prol.x14,venlafaxina,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
VENLIFAX XR 75,75 mg caps.lib.prol.x 28,venlafaxina,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
VENLIFAX XR 75,75 mg caps.lib.prol.x 28,venlafaxina,Baliarda,AMBULATORIO UNIFICADO,50%,40%,
VENTOLIN,sol.p/nebul.x 20 ml,salbutamol,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
VENTOLIN,sol.p/nebul.x 20 ml,salbutamol,GlaxoSmithKline,CRONICOS,70%,70%,
VENTOLIN,sol.p/nebul.x 20 ml,salbutamol,GlaxoSmithKline,PMI HIJO,100%,100%,Previa Inscripción al Plan
VENTOLIN,sol.p/nebul.x 20 ml,salbutamol,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
VENTOLIN,sol.p/nebul.x 20 ml,salbutamol,GlaxoSmithKline,CRONICOS,70%,70%,
VENTOLIN,sol.p/nebul.x 20 ml,salbutamol,GlaxoSmithKline,PMI HIJO,100%,100%,Previa Inscripción al Plan
VENTOLIN HFA,aer.inhal.c/aplic.x200ds,salbutamol,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
VENTOLIN HFA,aer.inhal.c/aplic.x200ds,salbutamol,GlaxoSmithKline,CRONICOS,70%,70%,
VENTOLIN HFA,aer.inhal.c/aplic.x200ds,salbutamol,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
VENTOLIN HFA,aer.inhal.c/aplic.x200ds,salbutamol,GlaxoSmithKline,CRONICOS,70%,70%,
VENZIDIAK,75 mg comp.rec.x 15,diclofenac sódico,Biosintex,AMBULATORIO UNIFICADO,50%,40%,
VENZIDIAK,75 mg comp.rec.x 15,diclofenac sódico,Biosintex,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VENZIDIAK,75 mg comp.rec.x 15,diclofenac sódico,Biosintex,PMI MADRE,100%,100%,Previa Inscripción al Plan
VENZIDIAK,75 mg comp.rec.x 15,diclofenac sódico,Biosintex,AMBULATORIO UNIFICADO,50%,40%,
VENZIDIAK,75 mg comp.rec.x 15,diclofenac sódico,Biosintex,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VENZIDIAK,75 mg comp.rec.x 15,diclofenac sódico,Biosintex,PMI MADRE,100%,100%,Previa Inscripción al Plan
VENZIDIAK FLEX,comp.rec.x 10,diclofenac+pridinol,Biosintex,AMBULATORIO UNIFICADO,50%,40%,
VENZIDIAK FLEX,comp.rec.x 10,diclofenac+pridinol,Biosintex,AMBULATORIO UNIFICADO,50%,40%,
VERAL,Rtd.240 mg comp.x 30,verapamilo,Investi,AMBULATORIO UNIFICADO,50%,40%,
VERAL,Rtd.240 mg comp.x 30,verapamilo,Siegfried,CRONICOS,70%,70%,
VERAL,Rtd.240 mg comp.x 30,verapamilo,Investi,AMBULATORIO UNIFICADO,50%,40%,
VERAL,Rtd.240 mg comp.x 30,verapamilo,Siegfried,CRONICOS,70%,70%,
VERATEN,12.5 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,25 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,3.125 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,6.25 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,12.5 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN,25 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN,3.125 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN,6.25 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN,12.5 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,25 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,3.125 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,6.25 mg comp.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN,12.5 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN,25 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN,3.125 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN,6.25 mg comp.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,10 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,20 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,40 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,80 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,10 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,20 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,40 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,80 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,10 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,20 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,40 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,80 mg caps.lib.ext.x 30,carvedilol,Elea,AMBULATORIO UNIFICADO,50%,40%,
VERATEN UD,10 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,20 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,40 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERATEN UD,80 mg caps.lib.ext.x 30,carvedilol,Elea,CRONICOS,70%,70%,
VERBORIL,100 mg comp.rec.x 16,doxiciclina,Trb-Pharma,AMBULATORIO UNIFICADO,50%,40%,
VERBORIL,100 mg comp.rec.x 8,doxiciclina,Trb-Pharma,AMBULATORIO UNIFICADO,50%,40%,
VERBORIL,100 mg comp.rec.x 16,doxiciclina,Trb-Pharma,AMBULATORIO UNIFICADO,50%,40%,
VERBORIL,100 mg comp.rec.x 8,doxiciclina,Trb-Pharma,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 28,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 56,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,25 mg comp.x 28,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,25 mg comp.x 56,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,50 mg comp.x 28,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,50 mg comp.x 56,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 30,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 60,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,50 mg comp.x 30,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,50 mg comp.x 60,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 28,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,100 mg comp.x 56,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,25 mg comp.x 28,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,25 mg comp.x 56,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 28,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 56,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,100 mg comp.x 30,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,100 mg comp.x 60,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 30,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 60,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 28,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,50 mg comp.x 56,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 30,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 60,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,50 mg comp.x 30,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,50 mg comp.x 60,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 28,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,100 mg comp.x 56,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,25 mg comp.x 28,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,25 mg comp.x 56,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 28,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 56,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,100 mg comp.x 30,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,100 mg comp.x 60,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 30,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,50 mg comp.x 60,atenolol,Lazar,CRONICOS,70%,70%,
VERICORDIN,100 mg comp.x 28,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,100 mg comp.x 56,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,25 mg comp.x 28,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERICORDIN,25 mg comp.x 56,atenolol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VERIGLIP,20 mg comp.rec.x 30,teneligliptina,Craveri,DIABETES,100%,100%,
VERIGLIP,20 mg comp.rec.x 30,teneligliptina,Craveri,DIABETES,100%,100%,
VERODIPIN,10 mg comp.x 30,amlodipina,Sant Gall,AMBULATORIO UNIFICADO,50%,40%,
VERODIPIN,5 mg comp.x 30,amlodipina,Sant Gall,AMBULATORIO UNIFICADO,50%,40%,
VERODIPIN,10 mg comp.x 30,amlodipina,Sant Gall,CRONICOS,70%,70%,
VERODIPIN,5 mg comp.x 30,amlodipina,Sant Gall,CRONICOS,70%,70%,
VERODIPIN,10 mg comp.x 30,amlodipina,Sant Gall,AMBULATORIO UNIFICADO,50%,40%,
VERODIPIN,5 mg comp.x 30,amlodipina,Sant Gall,AMBULATORIO UNIFICADO,50%,40%,
VERODIPIN,10 mg comp.x 30,amlodipina,Sant Gall,CRONICOS,70%,70%,
VERODIPIN,5 mg comp.x 30,amlodipina,Sant Gall,CRONICOS,70%,70%,
VERRUCLEAN,sol.x 15 ml,"salicílico,ác.+láctico,ác.",L.D.A.,AMBULATORIO UNIFICADO,50%,40%,
VERRUCLEAN,sol.x 15 ml,"salicílico,ác.+láctico,ác.",L.D.A.,AMBULATORIO UNIFICADO,50%,40%,
VERRUTOPIC,fco.x 15 ml+acces.,"salicílico,ác.+láctico,ác.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
VERRUTOPIC,fco.x 15 ml+acces.,"salicílico,ác.+láctico,ác.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
VERRUTOPIC PLUS,fco.x 15 ml+acces.,"salicílico,ác.+láctico,ác.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
VERRUTOPIC PLUS,fco.x 15 ml+acces.,"salicílico,ác.+láctico,ác.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
VERTIGMINE,50 mg comp.x 12,dimenhidrinato,Lafedar,AMBULATORIO UNIFICADO,50%,40%,
VERTIGMINE,50 mg comp.x 24,dimenhidrinato,Lafedar,AMBULATORIO UNIFICADO,50%,40%,
VERTIGMINE,50 mg comp.x 12,dimenhidrinato,Lafedar,AMBULATORIO UNIFICADO,50%,40%,
VERTIGMINE,50 mg comp.x 24,dimenhidrinato,Lafedar,AMBULATORIO UNIFICADO,50%,40%,
VESALION,75 mg comp.x 15,diclofenac sódico,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION,75 mg comp.x 30,diclofenac sódico,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION,75 mg comp.x 15,diclofenac sódico,Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VESALION,75 mg comp.x 30,diclofenac sódico,Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VESALION,75 mg comp.x 15,diclofenac sódico,Siegfried,PMI MADRE,100%,100%,Previa Inscripción al Plan
VESALION,75 mg comp.x 15,diclofenac sódico,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION,75 mg comp.x 30,diclofenac sódico,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION,75 mg comp.x 15,diclofenac sódico,Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VESALION,75 mg comp.x 30,diclofenac sódico,Nova Argentia,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VESALION,75 mg comp.x 15,diclofenac sódico,Siegfried,PMI MADRE,100%,100%,Previa Inscripción al Plan
VESALION,75 mg iny.a.x 6 x 3 ml,diclofenac potásico,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION,75 mg iny.a.x 6 x 3 ml,diclofenac potásico,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION B12,comp.x 15,diclofenac+vit.b12+betametasona,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESALION B12,comp.x 15,diclofenac+vit.b12+betametasona,Siegfried,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESALION FLEX,comp.x 15,diclofenac+pridinol,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION FLEX,comp.x 30,diclofenac+pridinol,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION FLEX,comp.x 15,diclofenac+pridinol,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESALION FLEX,comp.x 30,diclofenac+pridinol,Nova Argentia,AMBULATORIO UNIFICADO,50%,40%,
VESICARE,10 mg comp.rec.x 20,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESICARE,10 mg comp.rec.x 30,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESICARE,5 mg comp.rec.x 20,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESICARE,5 mg comp.rec.x 30,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESICARE,10 mg comp.rec.x 20,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESICARE,10 mg comp.rec.x 30,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESICARE,5 mg comp.rec.x 20,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESICARE,5 mg comp.rec.x 30,solifenacina,Gador,AMBULATORIO COMPLEMENTARIO,45%,40%,
VESPARAX,100 mg comp.rec.x 30,quetiapina,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VESPARAX,200 mg comp.rec.x 30,quetiapina,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VESPARAX,25 mg comp.rec.x 30,quetiapina,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VESPARAX,100 mg comp.rec.x 30,quetiapina,Lazar,CRONICOS,70%,70%,
VESPARAX,200 mg comp.rec.x 30,quetiapina,Lazar,CRONICOS,70%,70%,
VESPARAX,25 mg comp.rec.x 30,quetiapina,Lazar,CRONICOS,70%,70%,
VESPARAX,100 mg comp.rec.x 30,quetiapina,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VESPARAX,200 mg comp.rec.x 30,quetiapina,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VESPARAX,25 mg comp.rec.x 30,quetiapina,Lazar,AMBULATORIO UNIFICADO,50%,40%,
VESPARAX,100 mg comp.rec.x 30,quetiapina,Lazar,CRONICOS,70%,70%,
VESPARAX,200 mg comp.rec.x 30,quetiapina,Lazar,CRONICOS,70%,70%,
VESPARAX,25 mg comp.rec.x 30,quetiapina,Lazar,CRONICOS,70%,70%,
VETALONE,250/25 mcg aer.ds.x 120,fluticasona+salmeterol,Lersan,AMBULATORIO UNIFICADO,50%,40%,
VETALONE,250/25 mcg aer.ds.x 120,fluticasona+salmeterol,Lersan,CRONICOS,70%,70%,
VETALONE,250/25 mcg aer.ds.x 120,fluticasona+salmeterol,Lersan,AMBULATORIO UNIFICADO,50%,40%,
VETALONE,250/25 mcg aer.ds.x 120,fluticasona+salmeterol,Lersan,CRONICOS,70%,70%,
VI-BALIGLUC,50/500 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/500 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/500 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/500 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/500 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/500 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/500 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/850 mg comp.rec.x 60,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VI-BALIGLUC,50/500 mg comp.rec.x 30,vildagliptin+metformina,Baliarda,DIABETES,100%,100%,
VIAGRA,50 mg comp.x 10,sildenafil,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIAGRA,50 mg comp.x 2,sildenafil,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIAGRA,50 mg comp.x 20,sildenafil,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIAGRA,50 mg comp.x 10,sildenafil,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIAGRA,50 mg comp.x 2,sildenafil,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIAGRA,50 mg comp.x 20,sildenafil,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIBRAMICINA,100 mg tab.x 16,doxiciclina,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIBRAMICINA,100 mg tab.x 5,doxiciclina,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIBRAMICINA,100 mg tab.x 16,doxiciclina,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VIBRAMICINA,100 mg tab.x 5,doxiciclina,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
VICARDOL,12.50 mg comp.x 28,carvedilol,Richmond,AMBULATORIO UNIFICADO,50%,40%,
VICARDOL,25 mg comp.x 28,carvedilol,Richmond,AMBULATORIO UNIFICADO,50%,40%,
VICARDOL,6.25 mg comp.x 28,carvedilol,Richmond,AMBULATORIO UNIFICADO,50%,40%,
VICARDOL,12.50 mg comp.x 28,carvedilol,Richmond,CRONICOS,70%,70%,
VICARDOL,25 mg comp.x 28,carvedilol,Richmond,CRONICOS,70%,70%,
VICARDOL,6.25 mg comp.x 28,carvedilol,Richmond,CRONICOS,70%,70%,
VICARDOL,12.50 mg comp.x 28,carvedilol,Richmond,AMBULATORIO UNIFICADO,50%,40%,
VICARDOL,25 mg comp.x 28,carvedilol,Richmond,AMBULATORIO UNIFICADO,50%,40%,
VICARDOL,6.25 mg comp.x 28,carvedilol,Richmond,AMBULATORIO UNIFICADO,50%,40%,
VICARDOL,12.50 mg comp.x 28,carvedilol,Richmond,CRONICOS,70%,70%,
VICARDOL,25 mg comp.x 28,carvedilol,Richmond,CRONICOS,70%,70%,
VICARDOL,6.25 mg comp.x 28,carvedilol,Richmond,CRONICOS,70%,70%,
VIGAMOX,0.5% sol.oft.x 5 ml,moxifloxacina,Alcon,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIGAMOX,0.5% sol.oft.x 5 ml,moxifloxacina,Alcon,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIGICER,200 mg comp.x 15,modafinilo,Beta,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIGICER,200 mg comp.x 30,modafinilo,Beta,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIGICER,200 mg comp.x 15,modafinilo,Beta,CRONICOS,70%,70%,
VIGICER,200 mg comp.x 30,modafinilo,Beta,CRONICOS,70%,70%,
VIGICER,200 mg comp.x 15,modafinilo,Beta,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIGICER,200 mg comp.x 30,modafinilo,Beta,AMBULATORIO COMPLEMENTARIO,45%,40%,
VIGICER,200 mg comp.x 15,modafinilo,Beta,CRONICOS,70%,70%,
VIGICER,200 mg comp.x 30,modafinilo,Beta,CRONICOS,70%,70%,
VILDAP,50 mg comp.x 30,vildagliptin,Casasco,DIABETES,100%,100%,
VILDAP,50 mg comp.x 60,vildagliptin,Casasco,DIABETES,100%,100%,
VILDAP,50 mg comp.x 30,vildagliptin,Casasco,DIABETES,100%,100%,
VILDAP,50 mg comp.x 60,vildagliptin,Casasco,DIABETES,100%,100%,
VILDAP MET,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/500 mg comp.rec.x 30,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/500 mg comp.rec.x 60,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/850 mg comp.rec.x 30,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/850 mg comp.rec.x 60,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/1000 mg comp.rec.x 30,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/1000 mg comp.rec.x 60,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/500 mg comp.rec.x 30,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/500 mg comp.rec.x 60,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/850 mg comp.rec.x 30,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILDAP MET,50/850 mg comp.rec.x 60,vildagliptin+metformina,Casasco,DIABETES,100%,100%,
VILTAR,comp.x 10,loperamida,Dallas,AMBULATORIO UNIFICADO,50%,40%,
VILTAR,comp.x 20,loperamida,Dallas,AMBULATORIO UNIFICADO,50%,40%,
VILTAR,comp.x 10,loperamida,Dallas,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
VILTAR,comp.x 20,loperamida,Dallas,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
